,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,socioprediction,exp(u),1+exp(u),p,totp
8237,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8244,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8251,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8253,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8257,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8260,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8265,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8266,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8268,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8269,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8273,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8274,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8277,1.4,94.465,-41.8,4.864,5228.1,1,-2.987391387,0.050418788,1.050418788,5%,0
8279,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8284,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8285,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8287,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8293,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8294,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8302,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8304,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8311,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8322,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8324,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8327,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8332,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8342,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8346,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8348,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8349,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8350,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8352,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8356,1.4,94.465,-41.8,4.864,5228.1,1,-2.987391387,0.050418788,1.050418788,5%,0
8357,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8368,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8371,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8374,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8380,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8381,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8382,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8391,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8395,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8404,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8411,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8416,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8419,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8424,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8428,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8433,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8436,1.4,94.465,-41.8,4.864,5228.1,1,-2.987391387,0.050418788,1.050418788,5%,0
8442,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8446,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8447,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8449,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8452,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8453,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8459,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8460,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8461,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8462,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8463,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8470,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8473,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8474,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8482,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8489,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8494,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8497,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8498,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8501,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8503,1.4,94.465,-41.8,4.864,5228.1,1,-2.987391387,0.050418788,1.050418788,5%,0
8504,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8506,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8513,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8515,1.4,94.465,-41.8,4.864,5228.1,1,-2.987391387,0.050418788,1.050418788,5%,0
8518,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8519,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8520,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8521,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8527,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8534,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8539,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8540,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8542,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8546,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8548,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8549,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8550,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8553,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8560,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8564,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8570,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8571,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8573,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8574,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8578,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8579,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8587,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8591,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8592,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8596,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8599,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8601,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8604,1.4,94.465,-41.8,4.864,5228.1,1,-2.987391387,0.050418788,1.050418788,5%,0
8605,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8606,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8620,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8626,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8628,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8633,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8640,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8641,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8649,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8652,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8653,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8665,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8669,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8677,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8678,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8679,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8683,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8684,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8687,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8688,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8689,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8691,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8693,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8696,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8698,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8700,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8709,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8714,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8716,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8724,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8733,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8738,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8739,1.4,94.465,-41.8,4.864,5228.1,0,-2.987391387,0.050418788,1.050418788,5%,0
8747,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8752,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8755,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8756,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8758,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8762,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8763,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8765,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8770,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8775,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8778,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8783,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8785,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8788,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8789,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8792,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8793,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8794,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8795,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8798,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8800,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8804,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8813,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8817,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8821,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8822,1.4,94.465,-41.8,4.866,5228.1,1,-2.987232096,0.05042682,1.05042682,5%,0
8826,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8830,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8835,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8836,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8841,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8850,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8854,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8856,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8857,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8860,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8863,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8870,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8871,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8875,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8877,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8878,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8880,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8883,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8885,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8886,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8895,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8898,1.4,94.465,-41.8,4.866,5228.1,1,-2.987232096,0.05042682,1.05042682,5%,0
8899,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8902,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8904,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8907,1.4,94.465,-41.8,4.866,5228.1,1,-2.987232096,0.05042682,1.05042682,5%,0
8911,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8916,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8917,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8918,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8920,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8930,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8933,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8940,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8941,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8947,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8951,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8954,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8960,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8963,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8968,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8975,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8980,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8981,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8984,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8988,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8989,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8991,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8993,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
8994,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9000,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9001,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9006,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9008,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9011,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9014,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9019,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9026,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9028,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9029,1.4,94.465,-41.8,4.866,5228.1,1,-2.987232096,0.05042682,1.05042682,5%,0
9038,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9039,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9042,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9043,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9060,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9074,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9078,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9079,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9081,1.4,94.465,-41.8,4.866,5228.1,0,-2.987232096,0.05042682,1.05042682,5%,0
9082,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9087,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9093,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9095,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9096,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9098,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9106,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9112,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9115,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9119,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9128,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9129,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9136,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9142,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9146,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9148,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9149,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9151,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9155,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9158,1.4,94.465,-41.8,4.967,5228.1,1,-2.979187924,0.050834098,1.050834098,5%,0
9160,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9161,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9164,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9165,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9172,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9174,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9175,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9176,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9181,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9184,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9185,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9187,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9193,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9196,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9197,1.4,94.465,-41.8,4.967,5228.1,1,-2.979187924,0.050834098,1.050834098,5%,0
9202,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9203,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9208,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9217,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9223,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
9225,1.4,94.465,-41.8,4.967,5228.1,0,-2.979187924,0.050834098,1.050834098,5%,0
