"","contact","month","day_of_week","poutcome","duration","campaign","pdays","previous","y","mprediction"
"12558","cellular","jul","mon","nonexistent",97,3,999,0,0,-3.73396130537241
"12559","cellular","jul","mon","nonexistent",531,1,999,0,0,-1.76416484933216
"12565","telephone","jul","mon","nonexistent",130,2,999,0,0,-4.71180093570754
"12572","cellular","jul","mon","nonexistent",212,4,999,0,0,-3.33052113446235
"12574","cellular","jul","mon","nonexistent",1467,1,999,0,0,2.14994581753125
"12575","cellular","jul","mon","nonexistent",246,2,999,0,0,-3.03342154460304
"12581","telephone","jul","mon","nonexistent",267,7,999,0,0,-4.52620314962539
"12584","cellular","jul","mon","nonexistent",535,1,999,0,0,-1.74743788067035
"12586","cellular","jul","mon","nonexistent",175,1,999,0,0,-3.25286506023319
"12587","cellular","jul","mon","nonexistent",973,3,999,0,1,-0.0707551684361425
"12592","cellular","jul","mon","nonexistent",835,4,999,0,0,-0.725295765385531
"12600","cellular","jul","mon","nonexistent",190,1,999,0,0,-3.19013892775141
"12601","cellular","jul","mon","nonexistent",104,1,999,0,0,-3.54976875398031
"12614","cellular","jul","mon","nonexistent",299,3,999,0,0,-2.88924938795103
"12619","cellular","jul","mon","nonexistent",234,1,999,0,0,-3.00614227247151
"12622","cellular","jul","mon","nonexistent",92,1,999,0,0,-3.59994965996574
"12623","cellular","jul","mon","nonexistent",159,1,999,0,0,-3.31977293488043
"12631","cellular","jul","mon","nonexistent",152,2,999,0,0,-3.42650530815556
"12632","cellular","jul","mon","nonexistent",87,1,999,0,0,-3.620858370793
"12634","cellular","jul","mon","nonexistent",98,1,999,0,0,-3.57485920697303
"12638","cellular","jul","mon","nonexistent",280,1,999,0,0,-2.8137821328607
"12639","cellular","jul","mon","nonexistent",116,3,999,0,0,-3.65450820422881
"12641","cellular","jul","mon","nonexistent",25,30,999,0,0,-6.12647155044299
"12642","cellular","jul","mon","nonexistent",196,3,999,0,0,-3.31996883099262
"12643","cellular","jul","mon","nonexistent",36,33,999,0,0,-6.3128529209739
"12646","cellular","jul","mon","nonexistent",95,3,999,0,0,-3.74232478970331
"12654","cellular","jul","mon","nonexistent",333,5,999,0,0,-2.90199051055958
"12669","telephone","jul","mon","nonexistent",543,2,999,0,0,-2.98474142137572
"12672","cellular","jul","mon","nonexistent",13,20,999,0,0,-5.40205067525878
"12673","cellular","jul","mon","nonexistent",167,2,999,0,0,-3.36377917567378
"12674","cellular","jul","mon","nonexistent",224,4,999,0,0,-3.28034022847692
"12676","cellular","jul","mon","nonexistent",179,4,999,0,0,-3.46851862592228
"12678","cellular","jul","mon","nonexistent",422,1,999,0,0,-2.21997474536646
"12679","cellular","jul","mon","nonexistent",447,3,999,0,0,-2.27035154746408
"12684","cellular","jul","mon","nonexistent",79,2,999,0,0,-3.73177248623358
"12689","cellular","jul","mon","nonexistent",234,1,999,0,0,-3.00614227247151
"12691","cellular","jul","mon","nonexistent",407,1,999,0,0,-2.28270087784825
"12695","cellular","jul","mon","nonexistent",339,2,999,0,0,-2.64451952321597
"12696","cellular","jul","mon","nonexistent",500,1,999,0,0,-1.89379885646118
"12698","cellular","jul","mon","nonexistent",16,34,999,0,0,-6.47394794239991
"12705","cellular","jul","mon","nonexistent",88,1,999,0,0,-3.61667662862755
"12707","cellular","jul","mon","nonexistent",422,2,999,0,0,-2.29743492348343
"12711","telephone","jul","mon","nonexistent",89,13,999,0,0,-5.73531432377769
"12713","cellular","jul","mon","nonexistent",208,2,999,0,0,-3.19232774689023
"12729","cellular","jul","mon","nonexistent",192,1,999,0,0,-3.1817754434205
"12733","cellular","jul","tue","nonexistent",188,1,999,0,0,-2.96544343758854
"12734","cellular","jul","tue","nonexistent",262,1,999,0,0,-2.65599451734506
"12738","cellular","jul","tue","nonexistent",140,1,999,0,0,-3.16616706153025
"12739","cellular","jul","tue","nonexistent",161,1,999,0,0,-3.07835047605575
"12743","cellular","jul","tue","nonexistent",491,1,999,0,0,-1.69837556145647
"12745","cellular","jul","tue","nonexistent",104,2,999,0,0,-3.3941699576035
"12746","telephone","jul","tue","nonexistent",54,3,999,0,0,-4.87401454390511
"12749","cellular","jul","tue","nonexistent",259,1,999,0,0,-2.66853974384142
"12750","cellular","jul","tue","nonexistent",183,1,999,0,0,-2.9863521484158
"12753","telephone","jul","tue","nonexistent",58,2,999,0,0,-4.77982739712633
"12755","cellular","jul","tue","nonexistent",146,1,999,0,0,-3.14107660853754
"12756","cellular","jul","tue","nonexistent",362,1,999,0,0,-2.23782030079983
"12758","cellular","jul","tue","nonexistent",191,1,999,0,0,-2.95289821109218
"12759","cellular","jul","tue","nonexistent",509,4,999,0,1,-1.85548473682922
"12764","cellular","jul","tue","nonexistent",186,1,999,0,0,-2.97380692191944
"12772","cellular","jul","tue","nonexistent",425,1,999,0,0,-1.97437054437633
"12773","cellular","jul","tue","nonexistent",59,1,999,0,0,-3.50488817693189
"12777","cellular","jul","tue","nonexistent",31,3,999,0,0,-3.77689731379848
"12786","cellular","jul","tue","nonexistent",732,1,999,0,1,-0.690575699582455
"12787","cellular","jul","tue","nonexistent",136,1,999,0,0,-3.18289403019206
"12796","cellular","jul","tue","nonexistent",711,1,999,0,0,-0.778392285056955
"12797","cellular","jul","tue","nonexistent",97,4,999,0,0,-3.57836250899559
"12798","cellular","jul","tue","nonexistent",288,1,999,0,0,-2.5472692210433
"12799","cellular","jul","tue","nonexistent",99,1,999,0,0,-3.3376184903138
"12801","cellular","jul","tue","nonexistent",136,1,999,0,0,-3.18289403019206
"12805","cellular","jul","tue","nonexistent",217,1,999,0,0,-2.84417291479042
"12819","cellular","jul","tue","nonexistent",130,1,999,0,0,-3.20798448318477
"12821","cellular","jul","tue","nonexistent",272,1,999,0,0,-2.61417709569054
"12822","cellular","jul","tue","nonexistent",90,1,999,0,0,-3.37525416980287
"12826","cellular","jul","tue","nonexistent",185,2,999,0,0,-3.05544884220186
"12836","cellular","jul","tue","nonexistent",202,2,999,0,0,-2.98435922538917
"12852","cellular","jul","tue","nonexistent",165,1,999,0,0,-3.06162350739394
"12855","cellular","jul","tue","nonexistent",143,1,999,0,0,-3.15362183503389
"12856","telephone","jul","tue","nonexistent",186,2,999,0,0,-4.24456439994843
"12859","cellular","jul","tue","nonexistent",145,2,999,0,0,-3.22271852881995
"12863","cellular","jul","tue","nonexistent",116,1,999,0,0,-3.26652887350111
"12864","cellular","jul","tue","nonexistent",188,1,999,0,0,-2.96544343758854
"12865","cellular","jul","tue","nonexistent",199,1,999,0,0,-2.91944427376856
"12870","cellular","jul","tue","nonexistent",483,2,999,0,0,-1.80928967689706
"12871","cellular","jul","tue","nonexistent",165,1,999,0,0,-3.06162350739394
"12875","cellular","jul","tue","nonexistent",173,1,999,0,0,-3.02816957007032
"12881","cellular","jul","tue","nonexistent",125,2,999,0,0,-3.306353372129
"12882","cellular","jul","tue","nonexistent",259,1,999,0,0,-2.66853974384142
"12886","cellular","jul","tue","nonexistent",163,1,999,0,0,-3.06998699172485
"12892","cellular","jul","tue","nonexistent",116,2,999,0,0,-3.34398905161807
"12894","cellular","jul","tue","nonexistent",338,3,999,0,0,-2.49310246900461
"12901","cellular","jul","tue","nonexistent",361,1,999,0,0,-2.24200204296528
"12906","cellular","jul","tue","nonexistent",141,1,999,0,0,-3.1619853193648
"12908","cellular","jul","tue","nonexistent",604,1,999,0,0,-1.22583869676036
"12911","cellular","jul","tue","nonexistent",220,4,999,0,0,-3.06400822264495
"12916","cellular","jul","tue","nonexistent",96,1,999,0,0,-3.35016371681015
"12917","cellular","jul","tue","nonexistent",221,1,999,0,0,-2.82744594612861
"12918","cellular","jul","tue","nonexistent",83,2,999,0,0,-3.481986543078
"12919","cellular","jul","tue","nonexistent",454,1,999,0,0,-1.85310002157821
"12939","cellular","jul","tue","nonexistent",58,1,999,0,0,-3.50906991909734
"12941","cellular","jul","tue","nonexistent",349,3,999,0,0,-2.44710330518463
"12944","cellular","jul","tue","nonexistent",55,1,999,0,0,-3.5216151455937
"12945","cellular","jul","tue","nonexistent",360,4,999,0,0,-2.47856431948162
"12946","cellular","jul","tue","nonexistent",216,1,999,0,0,-2.84835465695587
"12947","cellular","jul","tue","nonexistent",327,5,999,0,0,-2.69402198905851
"12948","cellular","jul","tue","nonexistent",317,1,999,0,0,-2.42599869824518
"12951","cellular","jul","tue","nonexistent",108,1,999,0,0,-3.29998281082473
"12956","cellular","jul","tue","nonexistent",64,3,999,0,0,-3.63889982233856
"12959","cellular","jul","tue","nonexistent",84,3,999,0,0,-3.55526497902951
"12962","cellular","jul","tue","nonexistent",158,1,999,0,0,-3.09089570255211
"12968","cellular","jul","tue","nonexistent",192,1,999,0,0,-2.94871646892673
"12978","cellular","jul","tue","nonexistent",192,2,999,0,0,-3.02617664704369
"12979","cellular","jul","tue","nonexistent",214,1,999,0,0,-2.85671814128678
"12988","cellular","jul","tue","nonexistent",518,2,999,0,0,-1.66292870110622
"12992","cellular","jul","tue","nonexistent",55,2,999,0,0,-3.59907532371066
"12997","cellular","jul","tue","nonexistent",426,3,999,0,0,-2.1251091584448
"13009","cellular","jul","tue","nonexistent",242,2,999,0,0,-2.81708953877107
"13012","cellular","jul","tue","nonexistent",658,2,999,0,1,-1.07748479794289
"13016","cellular","jul","tue","nonexistent",145,12,999,0,0,-3.99732030998959
"13017","cellular","jul","tue","nonexistent",1061,4,999,0,1,0.452836938500479
"13021","cellular","jul","tue","nonexistent",171,1,999,0,0,-3.03653305440123
"13022","cellular","jul","tue","nonexistent",286,1,999,0,0,-2.55563270537421
"13028","cellular","jul","tue","nonexistent",1344,3,999,0,1,1.71373014944046
"13032","cellular","jul","tue","nonexistent",687,2,999,0,1,-0.956214275144775
"13036","telephone","jul","tue","nonexistent",49,7,999,0,0,-5.20476396720022
"13039","cellular","jul","tue","nonexistent",476,2,999,0,0,-1.83856187205522
"13040","telephone","jul","tue","nonexistent",379,3,999,0,0,-3.51494834013309
"13042","cellular","jul","tue","nonexistent",155,2,999,0,0,-3.18090110716543
"13043","cellular","jul","tue","nonexistent",90,2,999,0,0,-3.45271434791983
"13051","telephone","jul","tue","nonexistent",554,3,999,0,0,-2.78314346117893
"13055","cellular","jul","tue","nonexistent",109,2,999,0,0,-3.37326124677624
"13058","cellular","jul","tue","nonexistent",212,2,999,0,0,-2.94254180373464
"13060","cellular","jul","tue","nonexistent",227,2,999,0,0,-2.87981567125286
"13061","cellular","jul","tue","nonexistent",256,2,999,0,0,-2.75854514845474
"13066","cellular","jul","tue","nonexistent",279,3,999,0,0,-2.7398252567663
"13068","telephone","jul","tue","nonexistent",103,1,999,0,0,-4.51418882156401
"13070","telephone","jul","tue","nonexistent",114,3,999,0,0,-4.62311001397797
"13071","cellular","jul","tue","nonexistent",284,1,999,0,0,-2.56399618970511
"13075","cellular","jul","tue","nonexistent",529,5,999,0,0,-1.84931007163714
"13078","telephone","jul","tue","nonexistent",104,3,999,0,0,-4.66492743563249
"13079","cellular","jul","tue","nonexistent",191,1,999,0,0,-2.95289821109218
"13081","cellular","jul","tue","nonexistent",161,1,999,0,0,-3.07835047605575
"13083","cellular","jul","tue","nonexistent",195,6,999,0,0,-3.32347213301519
"13087","cellular","jul","tue","nonexistent",183,5,999,0,0,-3.29619286088365
"13096","telephone","jul","tue","nonexistent",280,5,999,0,0,-4.0838611707468
"13099","cellular","jul","wed","nonexistent",353,1,999,0,0,-2.26620133146917
"13100","cellular","jul","wed","nonexistent",126,1,999,0,0,-3.21545680302686
"13103","cellular","jul","wed","nonexistent",477,1,999,0,0,-1.74766530295308
"13105","cellular","jul","wed","nonexistent",134,1,999,0,0,-3.18200286570324
"13117","cellular","jul","wed","nonexistent",265,1,999,0,0,-2.63419464202898
"13120","cellular","jul","wed","nonexistent",158,1,999,0,0,-3.08164105373238
"13123","cellular","jul","wed","nonexistent",207,3,999,0,0,-3.03165604385914
"13126","cellular","jul","wed","nonexistent",72,1,999,0,0,-3.44127087996128
"13142","cellular","jul","wed","nonexistent",296,1,999,0,0,-2.50456063489995
"13144","cellular","jul","wed","nonexistent",133,2,999,0,0,-3.26364478598565
"13145","cellular","jul","wed","nonexistent",317,1,999,0,0,-2.41674404942546
"13151","cellular","jul","wed","nonexistent",74,1,999,0,0,-3.43290739563038
"13156","cellular","jul","wed","nonexistent",99,2,999,0,0,-3.40582401961103
"13165","cellular","jul","wed","nonexistent",55,1,999,0,0,-3.51236049677397
"13168","cellular","jul","wed","nonexistent",139,1,999,0,0,-3.16109415487597
"13174","cellular","jul","wed","nonexistent",62,1,999,0,0,-3.48308830161581
"13175","cellular","jul","wed","nonexistent",72,1,999,0,0,-3.44127087996128
"13196","cellular","jul","wed","nonexistent",89,1,999,0,0,-3.37018126314859
"13197","cellular","jul","wed","nonexistent",205,1,999,0,0,-2.88509917195612
"13200","cellular","jul","wed","nonexistent",91,1,999,0,0,-3.36181777881769
"13202","cellular","jul","wed","nonexistent",194,1,999,0,0,-2.93109833577609
"13207","cellular","jul","wed","nonexistent",85,1,999,0,0,-3.3869082318104
"13208","cellular","jul","wed","nonexistent",285,1,999,0,0,-2.55055979871993
"13209","cellular","jul","wed","nonexistent",61,1,999,0,0,-3.48727004378126
"13212","cellular","jul","wed","nonexistent",92,1,999,0,0,-3.35763603665224
"13229","cellular","jul","wed","nonexistent",321,1,999,0,0,-2.40001708076365
"13234","cellular","jul","wed","nonexistent",127,1,999,0,0,-3.2112750608614
"13239","cellular","jul","wed","nonexistent",310,1,999,0,0,-2.44601624458362
"13245","cellular","jul","wed","nonexistent",275,1,999,0,0,-2.59237722037445
"13248","cellular","jul","wed","nonexistent",82,1,999,0,0,-3.39945345830676
"13251","cellular","jul","wed","nonexistent",148,2,999,0,0,-3.20091865350387
"13254","cellular","jul","wed","nonexistent",121,1,999,0,0,-3.23636551385412
"13261","telephone","jul","wed","nonexistent",135,1,999,0,0,-4.37111842344981
"13267","cellular","jul","wed","nonexistent",111,1,999,0,0,-3.27818293550864
"13272","cellular","jul","wed","nonexistent",96,2,999,0,0,-3.41836924610739
"13274","cellular","jul","wed","nonexistent",72,1,999,0,0,-3.44127087996128
"13278","cellular","jul","wed","nonexistent",81,1,999,0,0,-3.40363520047221
"13279","cellular","jul","wed","nonexistent",628,1,999,0,0,-1.11622223596977
"13287","cellular","jul","wed","nonexistent",668,1,999,0,0,-0.948952549351679
"13290","cellular","jul","wed","nonexistent",171,2,999,0,0,-3.10473858369846
"13292","cellular","jul","wed","nonexistent",89,3,999,0,0,-3.52510161938252
"13297","cellular","jul","wed","nonexistent",175,1,999,0,0,-3.01055143691969
"13303","cellular","jul","wed","nonexistent",167,1,999,0,0,-3.04400537424331
"13305","cellular","jul","wed","nonexistent",180,1,999,0,0,-2.98964272609243
"13310","cellular","jul","wed","nonexistent",161,1,999,0,0,-3.06909582723602
"13312","cellular","jul","wed","nonexistent",136,6,999,0,0,-3.56094027195715
"13314","cellular","jul","wed","nonexistent",80,1,999,0,0,-3.40781694263766
"13315","cellular","jul","wed","nonexistent",108,1,999,0,0,-3.290728162005
"13317","telephone","jul","wed","nonexistent",145,2,999,0,0,-4.40676117991225
"13326","cellular","jul","wed","nonexistent",90,1,999,0,0,-3.36599952098314
"13328","cellular","jul","wed","nonexistent",332,1,999,0,0,-2.35401791694367
"13329","telephone","jul","wed","nonexistent",693,2,999,0,0,-2.11516647324436
"13330","cellular","jul","wed","nonexistent",225,2,999,0,0,-2.87892450676404
"13334","cellular","jul","wed","nonexistent",118,2,999,0,0,-3.32637091846744
"13335","cellular","jul","wed","nonexistent",362,1,999,0,0,-2.2285656519801
"13337","telephone","jul","wed","nonexistent",672,6,999,0,0,-2.51282377118671
"13344","cellular","jul","wed","nonexistent",173,1,999,0,0,-3.01891492125059
"13346","cellular","jul","wed","nonexistent",102,1,999,0,0,-3.31581861499771
"13349","cellular","jul","wed","nonexistent",74,1,999,0,0,-3.43290739563038
"13351","cellular","jul","wed","nonexistent",70,1,999,0,0,-3.44963436429219
"13354","cellular","jul","wed","nonexistent",728,1,999,0,0,-0.698048019424537
"13355","cellular","jul","wed","nonexistent",643,1,999,0,0,-1.05349610348799
"13358","cellular","jul","wed","nonexistent",203,3,999,0,0,-3.04838301252095
"13360","cellular","jul","wed","nonexistent",1317,2,999,0,0,1.68753793790994
"13361","cellular","jul","wed","nonexistent",313,1,999,0,0,-2.43347101808726
"13365","cellular","jul","wed","nonexistent",659,1,999,0,0,-0.98658822884075
"13380","telephone","jul","wed","nonexistent",304,1,999,0,0,-3.66440399748836
"13387","cellular","jul","wed","nonexistent",208,1,999,0,0,-2.87255394545976
"13391","cellular","jul","wed","nonexistent",431,1,999,0,0,-1.94002544256389
"13394","cellular","jul","wed","nonexistent",218,3,999,0,0,-2.98565688003917
"13400","cellular","jul","wed","nonexistent",391,1,999,0,0,-2.10729512918198
"13405","cellular","jul","wed","nonexistent",391,1,999,0,0,-2.10729512918198
"13407","cellular","jul","wed","nonexistent",411,1,999,0,0,-2.02366028587293
"13409","cellular","jul","wed","nonexistent",61,4,999,0,0,-3.71965057813215
"13412","cellular","jul","wed","nonexistent",530,2,999,0,0,-1.60349314630107
"13417","cellular","jul","wed","nonexistent",266,1,999,0,0,-2.63001289986353
"13426","telephone","jul","wed","nonexistent",137,16,999,0,0,-5.52465761087336
"13431","telephone","jul","wed","nonexistent",337,1,999,0,0,-3.52640650602843
"13452","cellular","jul","wed","nonexistent",607,4,999,0,0,-1.43641935579516
"13453","telephone","jul","wed","nonexistent",236,4,999,0,0,-4.18114299909001
"13454","cellular","jul","wed","nonexistent",150,1,999,0,0,-3.115094991056
"13455","telephone","jul","wed","nonexistent",56,1,999,0,0,-4.70147605452055
"13459","telephone","jul","wed","nonexistent",120,3,999,0,0,-4.58876491216552
"13462","telephone","jul","wed","nonexistent",130,6,999,0,0,-4.77932802486189
"13465","cellular","jul","wed","nonexistent",170,1,999,0,0,-3.03146014774695
"13467","cellular","jul","wed","nonexistent",185,1,999,0,0,-2.96873401526517
"13472","cellular","jul","wed","nonexistent",1426,3,999,0,1,2.06588765582728
"13478","telephone","jul","thu","nonexistent",317,2,999,0,0,-3.78374946019387
"13479","cellular","jul","thu","nonexistent",668,1,999,0,0,-1.0452004820911
"13480","cellular","jul","thu","nonexistent",168,1,999,0,0,-3.13607156481728
"13486","cellular","jul","thu","nonexistent",123,1,999,0,0,-3.32424996226264
"13490","cellular","jul","thu","nonexistent",88,1,999,0,0,-3.47061093805347
"13492","cellular","jul","thu","nonexistent",305,1,999,0,0,-2.56317288815031
"13494","cellular","jul","thu","nonexistent",241,4,999,0,0,-3.06318492109015
"13496","cellular","jul","thu","nonexistent",185,1,999,0,0,-3.06498194800459
"13506","cellular","jul","thu","nonexistent",108,2,999,0,0,-3.46443627286139
"13524","cellular","jul","thu","nonexistent",218,1,999,0,0,-2.92698445654466
"13526","cellular","jul","thu","nonexistent",209,1,999,0,0,-2.96462013603373
"13536","cellular","jul","thu","nonexistent",160,1,999,0,0,-3.1695255021409
"13551","cellular","jul","thu","nonexistent",165,1,999,0,0,-3.14861679131364
"13553","cellular","jul","thu","nonexistent",42,1,999,0,0,-3.66297107766428
"13555","cellular","jul","thu","nonexistent",234,1,999,0,0,-2.86007658189743
"13558","cellular","jul","thu","nonexistent",298,1,999,0,0,-2.59244508330848
"13561","cellular","jul","thu","nonexistent",165,1,999,0,0,-3.14861679131364
"13576","telephone","jul","thu","nonexistent",106,1,999,0,0,-4.58863687898735
"13577","cellular","jul","thu","nonexistent",37,1,999,0,0,-3.68387978849154
"13579","cellular","jul","thu","nonexistent",473,1,999,0,0,-1.86064020435431
"13581","cellular","jul","thu","nonexistent",964,1,999,0,0,0.192595198882793
"13583","cellular","jul","thu","nonexistent",439,1,999,0,0,-2.00281943797969
"13585","cellular","jul","thu","nonexistent",174,1,999,0,0,-3.11098111182457
"13586","cellular","jul","thu","nonexistent",804,1,999,0,1,-0.476483547589583
"13589","cellular","jul","thu","nonexistent",103,1,999,0,0,-3.40788480557168
"13596","cellular","jul","thu","nonexistent",982,1,999,0,1,0.267866557860935
"13597","cellular","jul","thu","nonexistent",324,1,999,0,0,-2.48371978700671
"13599","cellular","jul","thu","nonexistent",149,1,999,0,0,-3.21552466596088
"13600","cellular","jul","thu","nonexistent",147,1,999,0,0,-3.22388815029178
"13614","cellular","jul","thu","nonexistent",285,1,999,0,0,-2.64680773145936
"13618","telephone","jul","thu","nonexistent",38,1,999,0,0,-4.87299534623811
"13621","cellular","jul","thu","nonexistent",584,1,999,0,1,-1.3964668239891
"13624","cellular","jul","thu","nonexistent",152,6,999,0,0,-3.59028033004934
"13627","cellular","jul","thu","nonexistent",120,1,999,0,0,-3.33679518875899
"13628","cellular","jul","thu","nonexistent",880,1,999,0,1,-0.158671143015205
"13635","cellular","jul","thu","nonexistent",212,1,999,0,0,-2.95207490953738
"13641","cellular","jul","thu","nonexistent",182,1,999,0,0,-3.07752717450095
"13645","cellular","jul","thu","nonexistent",173,1,999,0,0,-3.11516285399002
"13651","cellular","jul","thu","nonexistent",421,1,999,0,0,-2.07809079695784
"13654","cellular","jul","thu","nonexistent",188,1,999,0,0,-3.05243672150823
"13655","cellular","jul","thu","nonexistent",123,1,999,0,0,-3.32424996226264
"13656","cellular","jul","thu","nonexistent",633,1,999,0,0,-1.19156145788194
"13667","cellular","jul","thu","nonexistent",102,9,999,0,0,-4.03174797267284
"13668","cellular","jul","thu","nonexistent",151,1,999,0,0,-3.20716118162997
"13671","cellular","jul","thu","nonexistent",466,1,999,0,0,-1.88991239951248
"13673","cellular","jul","thu","nonexistent",380,1,999,0,0,-2.24954222574138
"13674","cellular","jul","thu","nonexistent",358,1,999,0,0,-2.34154055338133
"13676","cellular","jul","thu","nonexistent",114,1,999,0,0,-3.36188564175171
"13677","cellular","jul","thu","nonexistent",207,1,999,0,0,-2.97298362036464
"13678","telephone","jul","thu","nonexistent",139,1,999,0,0,-4.45063938752743
"13679","cellular","jul","thu","nonexistent",421,6,999,0,0,-2.46539168754265
"13681","cellular","jul","thu","nonexistent",165,2,999,0,0,-3.2260769694306
"13684","cellular","jul","thu","nonexistent",428,1,999,0,0,-2.04881860179967
"13689","telephone","jul","thu","nonexistent",45,1,999,0,0,-4.84372315107995
"13691","telephone","jul","thu","nonexistent",645,2,999,0,0,-2.4121380299255
"13693","cellular","jul","thu","nonexistent",486,1,999,0,0,-1.80627755620343
"13694","telephone","jul","thu","nonexistent",180,6,999,0,0,-4.6664888493287
"13702","cellular","jul","thu","nonexistent",161,5,999,0,0,-3.4751844724433
"13704","telephone","jul","thu","nonexistent",45,1,999,0,0,-4.84372315107995
"13710","cellular","jul","thu","nonexistent",1341,7,999,0,1,1.30435092655655
"13713","cellular","jul","thu","nonexistent",144,1,999,0,0,-3.23643337678814
"13714","cellular","jul","thu","nonexistent",148,1,999,0,0,-3.21970640812633
"13715","cellular","jul","thu","nonexistent",197,1,999,0,0,-3.01480104201916
"13718","cellular","jul","thu","nonexistent",210,1,999,0,0,-2.96043839386828
"13720","cellular","jul","thu","nonexistent",446,1,999,0,0,-1.97354724282153
"13725","cellular","jul","thu","nonexistent",189,2,999,0,0,-3.12571515745975
"13727","cellular","jul","thu","nonexistent",476,4,999,0,1,-2.08047551220885
"13735","cellular","jul","thu","nonexistent",500,1,999,0,1,-1.7477331658871
"13736","cellular","jul","thu","nonexistent",559,2,999,0,0,-1.57847055624237
"13737","cellular","jul","thu","nonexistent",353,1,999,0,0,-2.3624492642086
"13739","cellular","jul","thu","nonexistent",57,3,999,0,0,-3.75516530141642
"13741","cellular","jul","thu","nonexistent",129,1,999,0,0,-3.29915950926992
"13743","cellular","jul","thu","nonexistent",270,2,999,0,0,-2.7869940420581
"13748","cellular","jul","thu","nonexistent",125,1,999,0,0,-3.31588647793173
"13767","cellular","jul","thu","nonexistent",192,1,999,0,0,-3.03570975284642
"13773","cellular","jul","thu","nonexistent",480,4,999,0,0,-2.06374854354704
"13776","telephone","jul","thu","nonexistent",834,10,999,0,0,-2.24147018559071
"13777","cellular","jul","thu","nonexistent",412,1,999,0,0,-2.11572647644691
"13783","cellular","jul","thu","nonexistent",185,1,999,0,0,-3.06498194800459
"13786","telephone","jul","thu","nonexistent",524,3,999,0,0,-2.9955890100622
"13794","cellular","jul","thu","nonexistent",460,1,999,0,0,-1.91500285250519
"13796","cellular","jul","thu","nonexistent",338,9,999,0,0,-3.04485682162609
"13797","cellular","jul","thu","nonexistent",171,5,999,0,0,-3.43336705078878
"13798","cellular","jul","thu","nonexistent",721,3,999,0,0,-0.978488503556056
"13799","cellular","jul","thu","nonexistent",182,1,999,0,0,-3.07752717450095
"13801","telephone","jul","thu","nonexistent",229,4,999,0,0,-4.3066631269876
"13803","cellular","jul","thu","nonexistent",113,6,999,0,0,-3.75336827450198
"13805","cellular","jul","thu","nonexistent",184,3,999,0,0,-3.22408404640397
"13808","cellular","jul","thu","nonexistent",1097,3,999,0,1,0.59384655065403
"13820","cellular","jul","thu","nonexistent",258,1,999,0,0,-2.75971476992657
"13821","cellular","jul","thu","nonexistent",3643,1,999,0,1,11.3954824601297
"13833","cellular","jul","fri","nonexistent",545,2,999,0,0,-1.60649532494489
"13837","cellular","jul","fri","nonexistent",794,1,999,0,1,-0.487781347630295
"13850","cellular","jul","fri","nonexistent",67,1,999,0,0,-3.52790790191416
"13859","cellular","jul","fri","nonexistent",136,1,999,0,0,-3.23936769249794
"13868","cellular","jul","fri","nonexistent",684,1,999,0,0,-0.947772985830054
"13878","cellular","jul","fri","nonexistent",479,2,999,0,0,-1.88249030786475
"13882","cellular","jul","fri","nonexistent",183,2,999,0,0,-3.12028598883865
"13883","cellular","jul","fri","nonexistent",817,2,999,0,1,-0.469061455941854
"13886","cellular","jul","fri","nonexistent",165,2,999,0,0,-3.19555734781679
"13887","cellular","jul","fri","nonexistent",188,2,999,0,0,-3.09937727801139
"13897","cellular","jul","fri","nonexistent",216,2,999,0,0,-2.98228849737872
"13903","cellular","jul","fri","nonexistent",139,2,999,0,0,-3.30428264411855
"13910","cellular","jul","fri","nonexistent",16,2,999,0,0,-3.81863693046919
"13918","cellular","jul","fri","nonexistent",93,2,999,0,0,-3.49664278372936
"13919","cellular","jul","fri","nonexistent",82,2,999,0,0,-3.54264194754934
"13922","cellular","jul","fri","nonexistent",67,2,999,0,0,-3.60536808003112
"13924","cellular","jul","fri","nonexistent",86,2,999,0,0,-3.52591497888753
"13925","cellular","jul","fri","nonexistent",186,2,999,0,0,-3.10774076234229
"13930","cellular","jul","fri","nonexistent",659,2,999,0,0,-1.12977671808333
"13936","cellular","jul","fri","nonexistent",42,2,999,0,0,-3.70991163416743
"13937","cellular","jul","fri","nonexistent",131,2,999,0,0,-3.33773658144217
"13938","cellular","jul","fri","nonexistent",455,2,999,0,0,-1.98285211983561
"13940","cellular","jul","fri","nonexistent",147,10,999,0,0,-3.89051013173064
"13943","cellular","jul","fri","nonexistent",614,2,999,0,1,-1.31795511552868
"13944","cellular","jul","fri","nonexistent",50,2,999,0,0,-3.67645769684381
"13946","cellular","jul","fri","nonexistent",289,2,999,0,0,-2.6770213193007
"13947","telephone","jul","fri","nonexistent",117,2,999,0,0,-4.58957827167053
"13948","cellular","jul","fri","nonexistent",85,2,999,0,0,-3.53009672105298
"13952","cellular","jul","fri","nonexistent",181,2,999,0,0,-3.12864947316955
"13958","cellular","jul","fri","nonexistent",47,2,999,0,0,-3.68900292334017
"13960","cellular","jul","fri","nonexistent",314,2,999,0,0,-2.57247776516439
"13976","cellular","jul","fri","nonexistent",239,8,999,0,0,-3.3508694962751
"13978","cellular","jul","fri","nonexistent",764,2,999,0,1,-0.690693790710829
"13980","cellular","jul","fri","nonexistent",16,2,999,0,0,-3.81863693046919
"13986","cellular","jul","fri","nonexistent",64,2,999,0,0,-3.61791330652748
