contact,month,day_of_week,poutcome,duration,campaign,pdays,previous,y
telephone,may,fri,nonexistent,711,1,999,0,0
telephone,may,fri,nonexistent,160,3,999,0,0
telephone,may,fri,nonexistent,147,5,999,0,0
telephone,may,fri,nonexistent,87,1,999,0,0
telephone,may,fri,nonexistent,199,2,999,0,0
telephone,may,fri,nonexistent,34,2,999,0,0
telephone,may,fri,nonexistent,65,7,999,0,0
telephone,may,fri,nonexistent,150,1,999,0,0
telephone,may,fri,nonexistent,57,1,999,0,0
telephone,may,fri,nonexistent,234,1,999,0,0
telephone,may,fri,nonexistent,521,2,999,0,0
telephone,may,fri,nonexistent,555,1,999,0,0
telephone,may,fri,nonexistent,86,1,999,0,0
telephone,may,fri,nonexistent,204,4,999,0,0
telephone,may,fri,nonexistent,222,1,999,0,0
telephone,may,fri,nonexistent,162,1,999,0,0
telephone,may,fri,nonexistent,648,5,999,0,0
telephone,may,fri,nonexistent,659,1,999,0,0
telephone,may,fri,nonexistent,867,3,999,0,0
telephone,may,fri,nonexistent,96,2,999,0,0
telephone,may,fri,nonexistent,123,1,999,0,0
telephone,may,fri,nonexistent,56,1,999,0,0
telephone,may,fri,nonexistent,54,3,999,0,0
telephone,may,fri,nonexistent,152,4,999,0,0
telephone,may,fri,nonexistent,25,4,999,0,0
telephone,may,fri,nonexistent,120,6,999,0,0
telephone,may,fri,nonexistent,491,1,999,0,0
telephone,may,fri,nonexistent,379,17,999,0,0
telephone,may,fri,nonexistent,343,3,999,0,0
telephone,may,fri,nonexistent,289,2,999,0,0
telephone,may,fri,nonexistent,574,1,999,0,0
telephone,may,fri,nonexistent,85,1,999,0,0
telephone,may,fri,nonexistent,319,1,999,0,0
telephone,may,fri,nonexistent,108,1,999,0,0
telephone,may,fri,nonexistent,762,3,999,0,1
telephone,may,fri,nonexistent,80,3,999,0,0
telephone,may,fri,nonexistent,449,1,999,0,0
telephone,may,fri,nonexistent,198,1,999,0,0
telephone,may,fri,nonexistent,135,2,999,0,0
telephone,may,fri,nonexistent,69,1,999,0,0
telephone,may,fri,nonexistent,55,1,999,0,0
telephone,may,fri,nonexistent,290,5,999,0,1
telephone,may,fri,nonexistent,138,1,999,0,0
telephone,may,fri,nonexistent,135,1,999,0,0
telephone,may,fri,nonexistent,70,1,999,0,0
telephone,may,fri,nonexistent,652,2,999,0,0
telephone,may,fri,nonexistent,327,1,999,0,0
telephone,may,fri,nonexistent,246,1,999,0,0
telephone,may,fri,nonexistent,295,1,999,0,0
telephone,may,fri,nonexistent,255,1,999,0,0
telephone,may,fri,nonexistent,523,1,999,0,0
telephone,may,fri,nonexistent,130,1,999,0,0
telephone,may,fri,nonexistent,103,5,999,0,0
telephone,may,fri,nonexistent,205,2,999,0,0
telephone,may,fri,nonexistent,92,1,999,0,0
telephone,may,fri,nonexistent,107,1,999,0,0
telephone,may,fri,nonexistent,864,1,999,0,1
telephone,may,fri,nonexistent,65,1,999,0,0
telephone,may,fri,nonexistent,556,1,999,0,0
telephone,may,fri,nonexistent,115,1,999,0,0
telephone,may,fri,nonexistent,180,1,999,0,0
telephone,may,fri,nonexistent,87,1,999,0,0
telephone,may,fri,nonexistent,70,2,999,0,0
telephone,may,fri,nonexistent,435,1,999,0,0
telephone,may,fri,nonexistent,132,1,999,0,0
telephone,may,fri,nonexistent,312,1,999,0,0
telephone,may,fri,nonexistent,283,1,999,0,0
telephone,may,fri,nonexistent,182,1,999,0,0
telephone,may,fri,nonexistent,379,1,999,0,0
telephone,may,fri,nonexistent,127,1,999,0,0
telephone,may,fri,nonexistent,126,1,999,0,0
telephone,may,fri,nonexistent,91,2,999,0,0
telephone,may,fri,nonexistent,78,1,999,0,0
telephone,may,fri,nonexistent,417,1,999,0,0
telephone,may,fri,nonexistent,618,2,999,0,1
telephone,may,fri,nonexistent,407,1,999,0,0
telephone,may,fri,nonexistent,160,1,999,0,0
telephone,may,fri,nonexistent,171,1,999,0,0
telephone,may,fri,nonexistent,210,1,999,0,0
telephone,may,fri,nonexistent,135,3,999,0,0
telephone,may,fri,nonexistent,461,1,999,0,0
telephone,may,fri,nonexistent,763,1,999,0,1
telephone,may,fri,nonexistent,682,1,999,0,1
telephone,may,fri,nonexistent,171,1,999,0,0
telephone,may,fri,nonexistent,68,2,999,0,0
telephone,may,fri,nonexistent,120,3,999,0,0
telephone,may,fri,nonexistent,67,2,999,0,0
telephone,may,fri,nonexistent,381,2,999,0,0
telephone,may,fri,nonexistent,278,2,999,0,0
telephone,may,fri,nonexistent,126,1,999,0,0
telephone,may,fri,nonexistent,149,1,999,0,0
telephone,may,fri,nonexistent,95,1,999,0,0
telephone,may,fri,nonexistent,197,1,999,0,0
telephone,may,fri,nonexistent,38,3,999,0,0
telephone,may,fri,nonexistent,201,3,999,0,0
telephone,may,fri,nonexistent,176,4,999,0,0
telephone,may,fri,nonexistent,61,2,999,0,0
telephone,may,fri,nonexistent,275,2,999,0,0
telephone,may,fri,nonexistent,201,4,999,0,0
telephone,may,fri,nonexistent,724,1,999,0,0
telephone,may,fri,nonexistent,143,4,999,0,0
telephone,may,fri,nonexistent,197,3,999,0,0
telephone,may,fri,nonexistent,143,2,999,0,0
telephone,may,fri,nonexistent,153,2,999,0,0
telephone,may,fri,nonexistent,197,12,999,0,0
telephone,may,fri,nonexistent,536,2,999,0,0
telephone,may,fri,nonexistent,120,2,999,0,0
telephone,may,fri,nonexistent,604,2,999,0,1
telephone,may,fri,nonexistent,254,1,999,0,0
telephone,may,fri,nonexistent,121,1,999,0,0
telephone,may,fri,nonexistent,118,2,999,0,0
telephone,may,fri,nonexistent,447,1,999,0,0
telephone,may,fri,nonexistent,854,2,999,0,1
telephone,may,fri,nonexistent,151,2,999,0,0
telephone,may,fri,nonexistent,114,2,999,0,0
telephone,may,fri,nonexistent,855,2,999,0,1
telephone,may,fri,nonexistent,115,1,999,0,0
telephone,may,fri,nonexistent,274,1,999,0,0
telephone,may,fri,nonexistent,100,2,999,0,0
telephone,may,fri,nonexistent,156,2,999,0,0
telephone,may,fri,nonexistent,153,1,999,0,0
telephone,may,fri,nonexistent,264,1,999,0,0
telephone,may,fri,nonexistent,251,1,999,0,0
telephone,may,fri,nonexistent,1269,1,999,0,1
telephone,may,fri,nonexistent,48,4,999,0,0
telephone,may,fri,nonexistent,119,1,999,0,0
telephone,may,fri,nonexistent,104,3,999,0,0
telephone,may,fri,nonexistent,65,13,999,0,0
telephone,may,fri,nonexistent,75,1,999,0,0
telephone,may,fri,nonexistent,157,3,999,0,0
telephone,may,fri,nonexistent,565,2,999,0,0
telephone,may,fri,nonexistent,165,1,999,0,0
telephone,may,fri,nonexistent,314,1,999,0,0
telephone,may,fri,nonexistent,109,1,999,0,0
telephone,may,fri,nonexistent,219,1,999,0,0
telephone,may,fri,nonexistent,60,1,999,0,0
telephone,may,fri,nonexistent,385,2,999,0,0
telephone,may,fri,nonexistent,96,2,999,0,0
telephone,may,fri,nonexistent,868,1,999,0,0
telephone,may,fri,nonexistent,161,1,999,0,0
telephone,may,fri,nonexistent,448,1,999,0,0
telephone,may,fri,nonexistent,137,1,999,0,0
telephone,may,fri,nonexistent,155,1,999,0,0
telephone,may,fri,nonexistent,633,1,999,0,0
telephone,may,fri,nonexistent,58,1,999,0,0
telephone,may,fri,nonexistent,127,1,999,0,0
telephone,may,fri,nonexistent,99,8,999,0,0
telephone,may,fri,nonexistent,170,4,999,0,0
telephone,may,fri,nonexistent,208,2,999,0,0
telephone,may,fri,nonexistent,129,2,999,0,0
telephone,may,fri,nonexistent,134,3,999,0,0
telephone,may,fri,nonexistent,129,3,999,0,0
telephone,may,fri,nonexistent,184,2,999,0,0
telephone,may,fri,nonexistent,371,2,999,0,0
telephone,may,fri,nonexistent,270,1,999,0,0
telephone,may,fri,nonexistent,145,2,999,0,0
telephone,may,fri,nonexistent,136,2,999,0,0
telephone,may,fri,nonexistent,363,8,999,0,0
telephone,may,fri,nonexistent,63,2,999,0,0
telephone,may,fri,nonexistent,143,1,999,0,0
telephone,may,fri,nonexistent,56,2,999,0,0
telephone,may,fri,nonexistent,226,2,999,0,0
telephone,may,fri,nonexistent,35,1,999,0,0
telephone,may,fri,nonexistent,298,3,999,0,0
telephone,may,fri,nonexistent,158,1,999,0,0
telephone,may,fri,nonexistent,47,8,999,0,0
telephone,may,fri,nonexistent,827,5,999,0,0
telephone,may,fri,nonexistent,83,2,999,0,0
telephone,may,fri,nonexistent,570,2,999,0,0
telephone,may,fri,nonexistent,72,1,999,0,0
telephone,may,fri,nonexistent,557,2,999,0,0
telephone,may,fri,nonexistent,59,1,999,0,0
telephone,may,fri,nonexistent,296,1,999,0,0
telephone,may,fri,nonexistent,38,5,999,0,0
telephone,may,fri,nonexistent,170,1,999,0,0
telephone,may,fri,nonexistent,422,2,999,0,0
telephone,may,fri,nonexistent,230,2,999,0,0
telephone,may,fri,nonexistent,141,9,999,0,0
telephone,may,fri,nonexistent,76,3,999,0,0
telephone,may,fri,nonexistent,691,10,999,0,1
telephone,may,fri,nonexistent,238,3,999,0,0
telephone,may,fri,nonexistent,1097,15,999,0,1
telephone,may,fri,nonexistent,111,1,999,0,0
telephone,may,fri,nonexistent,84,3,999,0,0
telephone,may,fri,nonexistent,371,2,999,0,0
telephone,may,fri,nonexistent,103,2,999,0,0
telephone,may,fri,nonexistent,206,2,999,0,0
telephone,may,fri,nonexistent,1500,2,999,0,1
telephone,may,fri,nonexistent,265,3,999,0,0
telephone,may,fri,nonexistent,567,2,999,0,0
telephone,may,fri,nonexistent,254,2,999,0,0
telephone,may,fri,nonexistent,464,2,999,0,0
telephone,may,fri,nonexistent,1236,2,999,0,1
telephone,may,fri,nonexistent,33,2,999,0,0
telephone,may,fri,nonexistent,613,2,999,0,0
telephone,may,fri,nonexistent,1212,3,999,0,0
telephone,may,fri,nonexistent,96,3,999,0,0
telephone,may,fri,nonexistent,171,2,999,0,0
telephone,may,fri,nonexistent,53,5,999,0,0
telephone,may,fri,nonexistent,91,2,999,0,0
telephone,may,fri,nonexistent,185,3,999,0,0
telephone,may,fri,nonexistent,201,1,999,0,0
telephone,may,fri,nonexistent,169,3,999,0,0
telephone,may,fri,nonexistent,515,2,999,0,0
telephone,may,fri,nonexistent,388,7,999,0,0
telephone,may,fri,nonexistent,178,2,999,0,0
telephone,may,fri,nonexistent,422,9,999,0,0
telephone,may,fri,nonexistent,76,2,999,0,0
telephone,may,fri,nonexistent,886,3,999,0,1
telephone,may,fri,nonexistent,296,2,999,0,0
telephone,may,fri,nonexistent,378,1,999,0,0
telephone,may,fri,nonexistent,136,2,999,0,0
telephone,may,fri,nonexistent,58,1,999,0,0
telephone,may,fri,nonexistent,60,1,999,0,0
telephone,may,fri,nonexistent,340,1,999,0,0
telephone,may,fri,nonexistent,522,1,999,0,0
telephone,may,fri,nonexistent,159,1,999,0,0
telephone,may,fri,nonexistent,113,1,999,0,0
telephone,may,fri,nonexistent,123,2,999,0,0
telephone,may,fri,nonexistent,306,1,999,0,0
telephone,may,fri,nonexistent,148,1,999,0,0
telephone,may,fri,nonexistent,322,2,999,0,0
telephone,may,fri,nonexistent,475,4,999,0,0
telephone,may,fri,nonexistent,224,5,999,0,0
telephone,may,fri,nonexistent,88,2,999,0,0
telephone,may,fri,nonexistent,509,2,999,0,0
telephone,may,fri,nonexistent,152,1,999,0,0
telephone,may,fri,nonexistent,147,1,999,0,0
telephone,may,fri,nonexistent,97,2,999,0,0
telephone,may,fri,nonexistent,113,3,999,0,0
telephone,may,fri,nonexistent,465,3,999,0,0
telephone,may,fri,nonexistent,294,3,999,0,0
telephone,may,fri,nonexistent,224,4,999,0,0
telephone,may,fri,nonexistent,58,3,999,0,0
telephone,may,fri,nonexistent,137,3,999,0,0
telephone,may,fri,nonexistent,142,2,999,0,0
telephone,may,fri,nonexistent,312,7,999,0,0
telephone,may,fri,nonexistent,34,2,999,0,0
telephone,may,fri,nonexistent,825,2,999,0,0
telephone,may,fri,nonexistent,116,6,999,0,0
telephone,may,fri,nonexistent,103,5,999,0,0
telephone,may,fri,nonexistent,38,2,999,0,0
telephone,may,fri,nonexistent,168,3,999,0,0
telephone,may,fri,nonexistent,31,6,999,0,0
telephone,may,fri,nonexistent,66,2,999,0,0
telephone,may,fri,nonexistent,512,2,999,0,0
telephone,may,fri,nonexistent,188,2,999,0,0
telephone,may,fri,nonexistent,214,2,999,0,0
telephone,may,fri,nonexistent,65,2,999,0,0
telephone,may,fri,nonexistent,80,2,999,0,0
telephone,may,fri,nonexistent,1980,2,999,0,1
telephone,may,fri,nonexistent,358,4,999,0,0
telephone,may,fri,nonexistent,398,5,999,0,0
telephone,may,fri,nonexistent,62,3,999,0,0
telephone,may,fri,nonexistent,265,2,999,0,0
telephone,may,fri,nonexistent,618,3,999,0,0
telephone,may,fri,nonexistent,256,6,999,0,0
telephone,may,fri,nonexistent,722,3,999,0,1
telephone,may,fri,nonexistent,199,3,999,0,0
telephone,may,fri,nonexistent,510,3,999,0,0
telephone,may,fri,nonexistent,355,2,999,0,0
telephone,may,fri,nonexistent,150,5,999,0,0
telephone,may,fri,nonexistent,159,4,999,0,0
telephone,may,fri,nonexistent,170,2,999,0,0
telephone,may,fri,nonexistent,243,3,999,0,0
telephone,may,fri,nonexistent,140,2,999,0,0
telephone,may,fri,nonexistent,267,14,999,0,0
telephone,may,fri,nonexistent,219,4,999,0,0
telephone,may,fri,nonexistent,67,2,999,0,0
telephone,may,fri,nonexistent,112,2,999,0,0
telephone,may,fri,nonexistent,216,3,999,0,0
telephone,may,fri,nonexistent,167,2,999,0,0
telephone,may,fri,nonexistent,78,3,999,0,0
telephone,may,fri,nonexistent,222,9,999,0,0
telephone,may,fri,nonexistent,363,3,999,0,0
telephone,may,fri,nonexistent,109,4,999,0,0
telephone,may,fri,nonexistent,67,2,999,0,0
telephone,may,fri,nonexistent,41,3,999,0,0
telephone,may,fri,nonexistent,156,5,999,0,0
telephone,may,fri,nonexistent,108,3,999,0,0
telephone,may,fri,nonexistent,408,2,999,0,0
telephone,may,fri,nonexistent,272,2,999,0,0
telephone,may,fri,nonexistent,135,9,999,0,0
telephone,may,fri,nonexistent,107,3,999,0,0
telephone,may,fri,nonexistent,742,2,999,0,0
telephone,may,fri,nonexistent,166,2,999,0,0
telephone,may,fri,nonexistent,376,3,999,0,0
telephone,may,fri,nonexistent,138,2,999,0,0
telephone,may,fri,nonexistent,16,18,999,0,0
telephone,may,fri,nonexistent,984,2,999,0,1
telephone,may,fri,nonexistent,363,7,999,0,0
telephone,may,fri,nonexistent,339,4,999,0,0
telephone,may,fri,nonexistent,161,12,999,0,0
telephone,may,fri,nonexistent,28,3,999,0,0
telephone,may,fri,nonexistent,170,7,999,0,0
telephone,may,fri,nonexistent,66,3,999,0,0
telephone,may,fri,nonexistent,199,3,999,0,0
telephone,may,fri,nonexistent,274,2,999,0,0
telephone,may,fri,nonexistent,136,8,999,0,0
telephone,may,fri,nonexistent,62,2,999,0,0
telephone,may,fri,nonexistent,58,3,999,0,0
telephone,may,fri,nonexistent,189,5,999,0,0
telephone,may,fri,nonexistent,135,2,999,0,0
telephone,may,fri,nonexistent,319,6,999,0,0
telephone,may,fri,nonexistent,352,3,999,0,0
telephone,may,fri,nonexistent,230,2,999,0,0
telephone,may,fri,nonexistent,178,2,999,0,0
telephone,may,fri,nonexistent,42,11,999,0,0
telephone,may,fri,nonexistent,171,2,999,0,0
telephone,may,fri,nonexistent,119,2,999,0,0
telephone,may,fri,nonexistent,66,4,999,0,0
telephone,may,fri,nonexistent,130,2,999,0,0
telephone,may,fri,nonexistent,390,2,999,0,0
telephone,may,fri,nonexistent,101,16,999,0,0
telephone,may,fri,nonexistent,78,2,999,0,0
telephone,may,fri,nonexistent,100,3,999,0,0
telephone,may,fri,nonexistent,212,3,999,0,0
telephone,may,fri,nonexistent,181,4,999,0,0
telephone,may,fri,nonexistent,72,3,999,0,0
telephone,may,fri,nonexistent,390,2,999,0,0
telephone,may,fri,nonexistent,324,3,999,0,0
telephone,may,fri,nonexistent,163,3,999,0,0
telephone,may,fri,nonexistent,110,6,999,0,0
telephone,may,fri,nonexistent,72,2,999,0,0
telephone,may,fri,nonexistent,85,2,999,0,0
telephone,may,fri,nonexistent,54,4,999,0,0
telephone,may,fri,nonexistent,231,2,999,0,0
telephone,may,fri,nonexistent,833,8,999,0,0
telephone,may,fri,nonexistent,124,3,999,0,0
telephone,may,fri,nonexistent,57,10,999,0,0
telephone,may,fri,nonexistent,115,6,999,0,0
telephone,may,fri,nonexistent,78,13,999,0,0
telephone,may,fri,nonexistent,43,5,999,0,0
telephone,may,fri,nonexistent,229,3,999,0,0
telephone,may,fri,nonexistent,81,2,999,0,0
telephone,may,fri,nonexistent,86,5,999,0,0
telephone,may,fri,nonexistent,273,2,999,0,0
telephone,may,fri,nonexistent,30,18,999,0,0
telephone,may,fri,nonexistent,288,2,999,0,0
telephone,may,fri,nonexistent,247,2,999,0,0
telephone,may,fri,nonexistent,85,4,999,0,0
telephone,may,fri,nonexistent,76,9,999,0,0
telephone,may,fri,nonexistent,85,6,999,0,0
telephone,may,fri,nonexistent,170,4,999,0,0
telephone,may,fri,nonexistent,428,7,999,0,0
telephone,may,fri,nonexistent,370,3,999,0,0
telephone,may,fri,nonexistent,137,3,999,0,0
telephone,may,fri,nonexistent,293,6,999,0,0
telephone,may,fri,nonexistent,153,3,999,0,0
telephone,may,fri,nonexistent,281,4,999,0,0
telephone,may,fri,nonexistent,46,3,999,0,0
telephone,may,fri,nonexistent,26,25,999,0,0
telephone,may,fri,nonexistent,104,6,999,0,0
telephone,may,fri,nonexistent,205,6,999,0,0
telephone,may,fri,nonexistent,891,4,999,0,1
telephone,may,fri,nonexistent,34,2,999,0,0
telephone,may,fri,nonexistent,745,12,999,0,1
telephone,may,fri,nonexistent,292,4,999,0,0
telephone,may,fri,nonexistent,135,3,999,0,0
telephone,may,fri,nonexistent,45,2,999,0,0
telephone,may,fri,nonexistent,99,6,999,0,0
telephone,may,fri,nonexistent,148,4,999,0,0
telephone,may,fri,nonexistent,539,12,999,0,1
telephone,may,fri,nonexistent,84,9,999,0,0
telephone,may,fri,nonexistent,3631,2,999,0,1
telephone,may,fri,nonexistent,435,2,999,0,0
telephone,may,fri,nonexistent,29,4,999,0,0
telephone,may,fri,nonexistent,510,5,999,0,0
telephone,may,fri,nonexistent,1044,5,999,0,1
telephone,may,fri,nonexistent,59,3,999,0,0
telephone,may,fri,nonexistent,96,8,999,0,0
telephone,may,fri,nonexistent,122,4,999,0,0
telephone,may,fri,nonexistent,84,3,999,0,0
telephone,may,fri,nonexistent,33,4,999,0,0
telephone,may,fri,nonexistent,43,2,999,0,0
telephone,may,fri,nonexistent,223,2,999,0,0
telephone,may,fri,nonexistent,288,3,999,0,0
telephone,may,fri,nonexistent,306,3,999,0,0
telephone,may,fri,nonexistent,81,3,999,0,0
telephone,may,fri,nonexistent,53,7,999,0,0
telephone,may,fri,nonexistent,436,3,999,0,0
telephone,may,fri,nonexistent,41,8,999,0,0
telephone,may,fri,nonexistent,147,2,999,0,0
telephone,may,fri,nonexistent,81,2,999,0,0
telephone,may,fri,nonexistent,232,3,999,0,0
telephone,may,fri,nonexistent,97,3,999,0,0
telephone,may,fri,nonexistent,82,2,999,0,0
telephone,may,fri,nonexistent,60,16,999,0,0
telephone,may,fri,nonexistent,141,9,999,0,0
telephone,may,fri,nonexistent,206,3,999,0,0
telephone,may,fri,nonexistent,170,19,999,0,0
telephone,may,fri,nonexistent,251,3,999,0,0
telephone,may,fri,nonexistent,25,5,999,0,0
telephone,may,fri,nonexistent,120,3,999,0,0
telephone,may,fri,nonexistent,123,4,999,0,0
telephone,may,fri,nonexistent,58,3,999,0,0
telephone,may,fri,nonexistent,28,8,999,0,0
telephone,may,fri,nonexistent,1193,2,999,0,0
telephone,may,fri,nonexistent,127,5,999,0,0
telephone,may,fri,nonexistent,395,2,999,0,0
telephone,jun,mon,nonexistent,72,3,999,0,0
telephone,jun,mon,nonexistent,119,9,999,0,0
telephone,jun,mon,nonexistent,100,2,999,0,0
telephone,jun,mon,nonexistent,80,3,999,0,0
telephone,jun,mon,nonexistent,132,2,999,0,0
telephone,jun,mon,nonexistent,140,3,999,0,0
telephone,jun,mon,nonexistent,130,2,999,0,0
telephone,jun,mon,nonexistent,251,4,999,0,0
telephone,jun,mon,nonexistent,71,2,999,0,0
telephone,jun,mon,nonexistent,52,3,999,0,0
telephone,jun,mon,nonexistent,108,4,999,0,0
telephone,jun,mon,nonexistent,150,3,999,0,0
telephone,jun,mon,nonexistent,25,7,999,0,0
telephone,jun,mon,nonexistent,90,3,999,0,0
telephone,jun,mon,nonexistent,51,4,999,0,0
telephone,jun,mon,nonexistent,361,3,999,0,0
telephone,jun,mon,nonexistent,88,4,999,0,0
telephone,jun,mon,nonexistent,372,2,999,0,0
telephone,jun,mon,nonexistent,360,2,999,0,0
telephone,jun,mon,nonexistent,63,1,999,0,0
telephone,jun,mon,nonexistent,550,3,999,0,0
telephone,jun,mon,nonexistent,133,1,999,0,0
telephone,jun,mon,nonexistent,68,1,999,0,0
telephone,jun,mon,nonexistent,175,2,999,0,0
telephone,jun,mon,nonexistent,202,1,999,0,0
telephone,jun,mon,nonexistent,192,8,999,0,0
telephone,jun,mon,nonexistent,484,1,999,0,0
telephone,jun,mon,nonexistent,230,2,999,0,0
telephone,jun,mon,nonexistent,403,1,999,0,0
telephone,jun,mon,nonexistent,178,1,999,0,0
telephone,jun,mon,nonexistent,502,5,999,0,1
telephone,jun,mon,nonexistent,338,2,999,0,0
telephone,jun,mon,nonexistent,205,3,999,0,0
telephone,jun,mon,nonexistent,92,2,999,0,0
telephone,jun,mon,nonexistent,268,1,999,0,0
telephone,jun,mon,nonexistent,185,2,999,0,0
telephone,jun,mon,nonexistent,163,1,999,0,0
telephone,jun,mon,nonexistent,362,1,999,0,0
telephone,jun,mon,nonexistent,367,3,999,0,0
telephone,jun,mon,nonexistent,230,3,999,0,0
telephone,jun,mon,nonexistent,26,1,999,0,0
telephone,jun,mon,nonexistent,63,2,999,0,0
telephone,jun,mon,nonexistent,493,1,999,0,0
telephone,jun,mon,nonexistent,113,3,999,0,0
telephone,jun,mon,nonexistent,215,1,999,0,0
telephone,jun,mon,nonexistent,947,4,999,0,1
telephone,jun,mon,nonexistent,177,2,999,0,0
telephone,jun,mon,nonexistent,123,1,999,0,0
telephone,jun,mon,nonexistent,1075,2,999,0,0
telephone,jun,mon,nonexistent,21,1,999,0,0
telephone,jun,mon,nonexistent,114,1,999,0,0
telephone,jun,mon,nonexistent,526,2,999,0,1
telephone,jun,mon,nonexistent,163,1,999,0,0
telephone,jun,mon,nonexistent,245,1,999,0,0
telephone,jun,mon,nonexistent,394,1,999,0,1
telephone,jun,mon,nonexistent,258,1,999,0,0
telephone,jun,mon,nonexistent,659,2,999,0,1
telephone,jun,mon,nonexistent,417,1,999,0,0
telephone,jun,mon,nonexistent,40,1,999,0,0
telephone,jun,mon,nonexistent,527,1,999,0,0
telephone,jun,mon,nonexistent,651,1,999,0,0
telephone,jun,mon,nonexistent,129,1,999,0,0
telephone,jun,mon,nonexistent,409,2,999,0,0
telephone,jun,mon,nonexistent,283,1,999,0,0
telephone,jun,mon,nonexistent,144,2,999,0,0
telephone,jun,mon,nonexistent,97,4,999,0,0
telephone,jun,mon,nonexistent,168,4,999,0,0
telephone,jun,mon,nonexistent,101,1,999,0,0
telephone,jun,mon,nonexistent,67,2,999,0,0
telephone,jun,mon,nonexistent,64,1,999,0,0
telephone,jun,mon,nonexistent,143,1,999,0,0
telephone,jun,mon,nonexistent,70,1,999,0,0
telephone,jun,mon,nonexistent,1036,1,999,0,1
telephone,jun,mon,nonexistent,384,1,999,0,0
telephone,jun,mon,nonexistent,172,2,999,0,0
telephone,jun,mon,nonexistent,105,3,999,0,0
telephone,jun,mon,nonexistent,60,5,999,0,0
telephone,jun,mon,nonexistent,26,1,999,0,0
telephone,jun,mon,nonexistent,364,13,999,0,0
telephone,jun,mon,nonexistent,227,1,999,0,0
telephone,jun,mon,nonexistent,151,3,999,0,0
telephone,jun,mon,nonexistent,464,1,999,0,0
telephone,jun,mon,nonexistent,68,21,999,0,0
telephone,jun,mon,nonexistent,464,1,999,0,0
telephone,jun,mon,nonexistent,389,1,999,0,0
telephone,jun,mon,nonexistent,185,1,999,0,0
telephone,jun,mon,nonexistent,128,3,999,0,0
telephone,jun,mon,nonexistent,88,2,999,0,0
telephone,jun,mon,nonexistent,136,7,999,0,0
telephone,jun,mon,nonexistent,123,1,999,0,0
telephone,jun,mon,nonexistent,266,2,999,0,0
telephone,jun,mon,nonexistent,466,1,999,0,0
telephone,jun,mon,nonexistent,80,1,999,0,0
telephone,jun,mon,nonexistent,490,1,999,0,0
telephone,jun,mon,nonexistent,232,1,999,0,0
telephone,jun,mon,nonexistent,61,2,999,0,0
telephone,jun,mon,nonexistent,537,5,999,0,0
telephone,jun,mon,nonexistent,197,1,999,0,0
telephone,jun,mon,nonexistent,464,2,999,0,0
telephone,jun,mon,nonexistent,447,2,999,0,0
telephone,jun,mon,nonexistent,164,1,999,0,0
telephone,jun,mon,nonexistent,184,1,999,0,0
telephone,jun,mon,nonexistent,127,1,999,0,0
telephone,jun,mon,nonexistent,373,2,999,0,0
telephone,jun,mon,nonexistent,42,1,999,0,0
telephone,jun,mon,nonexistent,132,6,999,0,0
telephone,jun,mon,nonexistent,579,2,999,0,0
telephone,jun,mon,nonexistent,180,1,999,0,0
telephone,jun,mon,nonexistent,159,1,999,0,0
telephone,jun,mon,nonexistent,66,6,999,0,0
telephone,jun,mon,nonexistent,239,1,999,0,0
telephone,jun,mon,nonexistent,95,1,999,0,0
telephone,jun,mon,nonexistent,156,1,999,0,0
telephone,jun,mon,nonexistent,89,1,999,0,0
telephone,jun,mon,nonexistent,174,1,999,0,0
telephone,jun,mon,nonexistent,59,3,999,0,0
telephone,jun,mon,nonexistent,193,4,999,0,0
telephone,jun,mon,nonexistent,215,1,999,0,0
telephone,jun,mon,nonexistent,563,1,999,0,1
telephone,jun,mon,nonexistent,273,1,999,0,0
telephone,jun,mon,nonexistent,258,1,999,0,0
telephone,jun,mon,nonexistent,223,1,999,0,0
telephone,jun,mon,nonexistent,76,1,999,0,0
telephone,jun,mon,nonexistent,920,2,999,0,0
telephone,jun,mon,nonexistent,152,2,999,0,0
telephone,jun,mon,nonexistent,130,1,999,0,0
telephone,jun,mon,nonexistent,21,1,999,0,0
telephone,jun,mon,nonexistent,118,1,999,0,0
telephone,jun,mon,nonexistent,113,2,999,0,0
telephone,jun,mon,nonexistent,369,2,999,0,0
telephone,jun,mon,nonexistent,122,1,999,0,0
telephone,jun,mon,nonexistent,445,1,999,0,0
telephone,jun,mon,nonexistent,47,2,999,0,0
telephone,jun,mon,nonexistent,425,2,999,0,0
telephone,jun,mon,nonexistent,142,4,999,0,0
telephone,jun,mon,nonexistent,317,6,999,0,0
telephone,jun,mon,nonexistent,184,1,999,0,0
telephone,jun,mon,nonexistent,354,1,999,0,0
telephone,jun,mon,nonexistent,82,3,999,0,0
telephone,jun,mon,nonexistent,105,3,999,0,0
telephone,jun,mon,nonexistent,83,1,999,0,0
telephone,jun,mon,nonexistent,209,2,999,0,0
telephone,jun,mon,nonexistent,53,2,999,0,0
telephone,jun,mon,nonexistent,210,2,999,0,0
telephone,jun,mon,nonexistent,381,2,999,0,0
telephone,jun,mon,nonexistent,112,1,999,0,0
telephone,jun,mon,nonexistent,278,1,999,0,0
telephone,jun,mon,nonexistent,183,3,999,0,0
telephone,jun,mon,nonexistent,389,1,999,0,0
telephone,jun,mon,nonexistent,69,1,999,0,0
telephone,jun,mon,nonexistent,24,1,999,0,0
telephone,jun,mon,nonexistent,143,2,999,0,0
